#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
filtered_barcode04_extracted_plasmids.fastq	cdf6af02-c992-43dd-acf8-597120420dc8	1114	1460	+	tet(34)_1	66-414/465	.=======/=====.	8/16	73.12	69.66	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	ce4330b6-a649-4f78-98a7-4daa202889b1	663	1657	-	blaCMY-40_1	76-1095/1146	========/======	39/77	84.55	66.44	resfinder	EU515251	blaCMY-40	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	ceb4ea25-4a74-4981-925f-ce34237dbad1	3988	4344	+	tet(34)_1	66-421/465	.=======/=====.	4/7	75.91	71.67	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	cec9e97b-0012-419b-b1de-8bfed9ea99ed	2660	3792	-	mdf(A)_1	10-1219/1233	========/======	63/161	88.48	80.43	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	ced39957-994d-4c3e-ac68-b00befc28d51	1997	3259	+	mdf(A)_1	1-1233/1233	========/======	42/78	98.05	89.98	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	ced47202-4ebc-4914-934a-cb3111b562e8	1370	2562	-	mdf(A)_1	1-1223/1233	========/======	42/82	94.65	87.11	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cedc0f6a-2db7-4b6b-8901-1cb1b40d2d1c	1441	2506	-	blaCMY-122_1	37-1130/1146	========/======	49/90	90.31	68.62	resfinder	KM985460	blaCMY-122	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	cedd0161-261d-4b0a-9eee-5214161b38b4	2	1123	-	lsa(A)_1	3-1117/1497	========/===...	35/57	72.81	92.24	resfinder	AY225127	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
filtered_barcode04_extracted_plasmids.fastq	cee3a969-5480-47e8-b3ad-d50d3488b051	166	1423	+	mdf(A)_1	1-1233/1233	========/======	44/85	97.57	88.74	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cf2f11e5-ba36-45ac-9599-e951be3ac025	2	1090	-	mdf(A)_1	23-1180/1233	========/======	60/123	86.13	83.46	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cf3562ea-24d4-4887-97f9-ba1076473f98	4445	5691	+	mdf(A)_1	1-1233/1233	========/======	49/84	97.16	87.75	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cf3c39ad-e215-469b-8cd1-553f330ce0ab	13	1111	+	mdf(A)_1	90-1233/1233	.=======/======	37/107	86.62	86.04	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cf3d5e35-8d62-46d3-a10d-895ba13a267c	1240	2164	-	blaCMY-101_1	139-1085/1146	.=======/======	39/100	77.31	66.13	resfinder	KF526114	blaCMY-101	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	cf41c6c7-472c-42bc-a328-4404db401707	1692	2785	+	lsa(A)_1	1-1113/1497	========/===...	31/53	71.94	92.92	resfinder	AY225127	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
filtered_barcode04_extracted_plasmids.fastq	cf6ccf1c-7c66-4a52-bec9-a0b348f7d928	1377	2284	+	blaCMY-114_1	169-1103/1146	..======/======	44/85	76.70	66.60	resfinder	KM087846	blaCMY-114	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	cf8c0d68-9929-44e2-83a9-0be955e57856	1021	1998	+	blaCFE-1_1	136-1146/1146	.=======/======	34/81	83.25	67.15	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	cfd68d4a-ee98-468b-8e44-46589c90d5db	4221	5338	+	mdf(A)_1	1-1216/1233	========/======	54/142	88.89	79.81	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cfe3d885-c98c-4b46-bda2-bac00b964f57	1608	2661	-	blaCMY-37_1	37-1095/1146	========/======	41/75	88.92	68.65	resfinder	AB280919	blaCMY-37	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	cfe957cf-c2f2-4f75-a761-65f118a7d09b	1	1025	-	mdf(A)_1	1-1023/1233	========/====..	51/90	79.40	82.88	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d00c064f-0a86-4341-b14b-ae4444108a75	1874	2690	+	blaCFE-1_1	76-874/1146	========/===...	21/40	68.76	68.48	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	d01f8a34-af58-4eca-a8b6-e6fed74c678b	2733	3090	-	tet(34)_1	66-421/465	.=======/=====.	8/12	75.48	71.62	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	d0280daf-db9c-410a-9862-d28ef198fa84	421	871	+	dfrA14_5	1-483/483	========/======	20/52	91.30	86.41	resfinder	DQ388123	dfrA14	Trimethoprim
filtered_barcode04_extracted_plasmids.fastq	d0482b7a-c991-40ab-a81d-41ae51e215c2	4335	5136	-	mdf(A)_1	457-1231/1233	.....===/======	24/47	62.04	89.90	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d07cb082-af15-485d-b918-e37ef28486e9	5137	5487	+	tet(34)_1	66-421/465	.=======/=====.	14/27	73.12	71.66	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	d08ef2a2-a687-4f88-a118-7f02a7ae07b6	3015	4218	+	mdf(A)_1	8-1233/1233	========/======	48/100	94.48	83.48	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d099cfe0-83e6-4865-bb40-654cec056449	1288	2192	+	blaCMY-74_1	151-1085/1146	.=======/======	39/68	77.31	68.45	resfinder	JX440349	blaCMY-74	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d0fb4577-7e96-4824-8ad5-56d3922fb153	2	891	+	mdf(A)_1	341-1233/1233	...=====/======	25/39	70.72	90.12	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d1396b35-9450-4b38-9193-45dd5633192e	4808	5147	+	tet(34)_1	66-412/465	.=======/=====.	12/23	71.40	70.99	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	d13b86a5-68b1-47e3-b719-030b0535b20d	1059	2073	-	blaCMY-83_1	76-1099/1146	========/======	41/69	85.95	69.26	resfinder	JX440351	blaCMY-83	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d1588018-5e50-4d3f-82c6-b44e48aba9de	4282	5510	+	mdf(A)_1	1-1233/1233	========/======	48/86	96.35	84.85	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d1aaa5dc-d92e-477d-958d-7badb2b52332	337	1224	-	blaCMY-20_1	224-1095/1143	..======/======	42/90	73.05	66.27	resfinder	AY960293	blaCMY-20	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d1dd5fa1-0b88-4d70-8711-0f0740fef755	402	1664	+	mdf(A)_1	1-1233/1233	========/======	32/72	98.30	89.17	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d21f499b-8d02-4b3b-b39a-1392fb4fa925	1200	2257	+	blaCFE-1_1	76-1146/1146	========/======	32/45	90.92	67.71	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	d22abda7-a5ec-475f-9862-32d6adb52ef9	2639	3670	+	blaCMY-37_1	37-1088/1146	========/======	48/92	86.91	67.74	resfinder	AB280919	blaCMY-37	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d22c528a-bb3c-4e30-a5e4-414a310cb22a	2420	3475	+	blaCMY-104_1	37-1097/1146	========/======	44/93	88.31	65.97	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d2354d54-7194-4d7d-a971-91166cd9494f	3408	4323	+	blaCMY-64_1	164-1097/1146	..======/======	44/96	76.53	65.67	resfinder	HQ832678	blaCMY-64	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d252dc0f-bf18-4ef2-b1ba-f9ed412b4f1e	2184	2545	+	tet(34)_1	66-421/465	.=======/=====.	12/16	75.48	73.30	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	d2b88672-4609-4ad2-9cc3-677a211f7b24	4201	5682	+	lsa(A)_1	1-1497/1497	========/======	53/87	96.59	91.13	resfinder	AY225127	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
filtered_barcode04_extracted_plasmids.fastq	d2c7351b-2cb3-4382-a2dc-630f569925f3	1093	2014	+	blaCMY-40_1	133-1091/1146	.=======/======	34/77	78.71	66.80	resfinder	EU515251	blaCMY-40	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d2ea594b-3383-49bf-9dd7-c791d03b4b25	2436	3655	+	mdf(A)_1	1-1233/1233	========/======	45/93	95.70	83.82	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d3596477-f971-4d22-aed3-3233b598f979	3620	4524	-	mdf(A)_1	279-1228/1233	...=====/======	39/75	72.18	85.08	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d3a06daf-64b2-4420-900a-50f26747d2a1	377	1577	-	mdf(A)_1	1-1226/1233	========/======	30/53	96.27	90.89	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d3a0c7a6-742e-4872-a96a-e9d8a5a5bc8d	3277	3625	+	tet(34)_1	66-419/465	.=======/=====.	11/17	73.76	70.83	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	d3d09cc9-8247-4048-a7ab-9e06972156e2	528	1754	+	mdf(A)_1	1-1233/1233	========/======	49/102	95.62	85.48	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d3d10c40-cf1c-4063-88cb-2d293deb8a40	4351	5404	-	blaCMY-129_1	37-1100/1146	========/======	35/74	89.18	68.80	resfinder	KM985467	blaCMY-129	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d3db4a0f-9ccc-4f02-b740-9730c393c004	1554	2547	-	blaCMY-101_1	133-1146/1146	.=======/======	31/48	85.51	69.75	resfinder	KF526114	blaCMY-101	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d3e2e61b-5fd8-4f3d-b1ee-a580a42922c3	2392	2737	-	tet(34)_1	66-407/465	.=======/=====.	9/16	72.26	73.30	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	d3ebb457-31e0-4e3e-9a89-7fa2d4b47ba5	1399	2306	+	blaCMY-101_1	160-1085/1146	.=======/======	36/80	76.53	67.92	resfinder	KF526114	blaCMY-101	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d41e653c-a0e9-481b-8053-e8e0fd3b2117	490	833	-	tet(34)_1	66-421/465	.=======/=====.	15/26	72.47	69.97	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	d43da865-ea57-4aa5-a226-424df08c3a82	911	2109	+	mdf(A)_1	1-1233/1233	========/======	40/90	94.97	87.39	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d45dd3c2-8f89-4348-9f3c-1fe790397fcf	871	1839	-	blaCMY-40_1	133-1094/1146	.=======/======	37/67	81.33	67.37	resfinder	EU515251	blaCMY-40	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d46194ac-61ee-4a54-9560-ce6242019b5b	840	2095	+	mdf(A)_1	1-1233/1233	========/======	42/77	97.81	89.24	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d4815ab7-0d56-475e-b32e-7ecd6c4beb26	338	1292	+	blaCMY-101_1	135-1130/1146	.=======/======	40/81	81.59	67.62	resfinder	KF526114	blaCMY-101	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d49bba53-5939-4ccf-8510-ef42b0998cc6	2	1271	-	lsa(A)_1	1-1289/1497	========/=====.	53/81	82.77	90.45	resfinder	AY225127	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
filtered_barcode04_extracted_plasmids.fastq	d4e0268f-9ff7-43c6-ae67-de244f8648cb	2214	3419	-	mdf(A)_1	6-1232/1233	========/======	40/75	95.62	89.87	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d4eeddf6-dc14-462b-bd50-5cf82838cec2	4062	4824	-	mdf(A)_1	455-1219/1233	.....===/======	30/48	60.02	86.29	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d58c57bc-95e8-41bc-9238-c05dc5a18a96	335	669	+	tet(34)_1	78-421/465	..======/=====.	11/17	71.18	70.98	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	d59c1bfc-2fb8-45f4-b244-f1d789d6c969	2375	3305	+	blaCMY-122_1	140-1130/1146	.=======/======	44/114	78.88	66.01	resfinder	KM985460	blaCMY-122	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d5a888d4-90cc-458f-b783-cd5f6f168142	1400	2243	+	blaCMY-83_1	153-1054/1146	.=======/=====.	38/76	72.86	66.08	resfinder	JX440351	blaCMY-83	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d5b28532-2282-4ff9-9af8-747ec767051c	2527	3440	+	mdf(A)_1	5-956/1233	========/===...	46/100	71.61	82.40	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d5b592c3-2b8e-4cb8-878c-7b08df637602	2049	2394	-	tet(34)_1	77-421/465	..======/=====.	12/17	72.47	72.03	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	d5dd862a-ef09-41eb-a8b6-2bfa493ad8b6	3400	3768	+	tet(34)_1	66-421/465	.=======/=====.	14/27	75.05	70.75	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	d612e909-0af8-488d-bbca-35d427309f69	5348	6339	-	blaCMY-104_1	87-1099/1146	.=======/======	39/81	83.94	67.40	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d6362ca0-6ee6-4e2a-97cb-efc3eab72438	408	1363	-	blaACT-4_2	136-1103/1146	.=======/======	38/70	80.89	66.30	resfinder	AJ311172	blaACT-4	
filtered_barcode04_extracted_plasmids.fastq	d64d2324-a021-43bd-a989-8e9f9a5a1c42	2749	3958	+	mdf(A)_1	1-1233/1233	========/======	34/53	96.92	92.07	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d6768bbd-9ea1-48d0-a993-0c3b13d3214d	2251	3320	+	blaCMY-104_1	24-1130/1146	========/======	57/117	89.88	67.13	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d67a3375-f69f-410e-930b-d011f7df50b6	527	879	-	tet(34)_1	66-421/465	.=======/=====.	8/13	74.84	70.36	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	d6908c10-aeb8-4f2c-a85c-13db6b11c381	738	1154	+	tet(34)_1	1-418/465	========/=====.	10/15	88.17	70.82	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	d6bcdcc1-6c67-4059-9173-82d44d195c40	131	477	+	tet(34)_1	66-419/465	.=======/=====.	12/19	73.33	73.33	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	d6bf5cc3-a012-4d61-819f-f7b368df56a6	111	1350	+	mdf(A)_1	1-1233/1233	========/======	39/67	97.57	86.85	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d6d0b014-9755-44c2-8784-a640615ce77e	4264	5161	+	blaCMY-104_1	160-1097/1146	.=======/======	34/90	76.18	68.12	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d6f018b4-cc16-4bfa-9c99-b6af4fa80cca	1606	2824	+	mdf(A)_1	1-1233/1233	========/======	38/68	96.67	89.76	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d6ff99b6-1f52-46c8-bac4-8a15425f6229	1044	2251	-	mdf(A)_1	1-1229/1233	========/======	59/87	95.30	88.11	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d73c15f8-83f8-4d4a-b24d-3b5da81fab2c	421	1605	+	mdf(A)_1	1-1233/1233	========/======	29/58	95.70	91.03	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d77e73f8-cd27-414a-b146-d8ffb0764679	2826	4018	-	mdf(A)_1	1-1223/1233	========/======	45/76	94.89	87.64	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d78137d4-70e4-4dc8-a970-bf3affdf81d3	1668	2715	+	blaCMY-104_1	41-1103/1146	========/======	31/71	89.01	69.11	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d7ad36f8-99b2-4fc2-aace-9a08a3328e46	2561	3420	+	blaTEM-215_1	5-861/861	========/======	29/43	97.21	91.02	resfinder	KP050492	blaTEM-215	
filtered_barcode04_extracted_plasmids.fastq	d7ad36f8-99b2-4fc2-aace-9a08a3328e46	4131	4967	-	aph(6)-Id_1	1-837/837	========/======	25/38	97.73	91.94	resfinder	M28829	aph(6)-Id	Streptomycin
filtered_barcode04_extracted_plasmids.fastq	d7b540ed-674e-458c-b35c-35c5e438e3c7	3447	3789	+	tet(34)_1	66-419/465	.=======/=====.	9/17	73.12	69.47	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	d7b559d7-2aae-4ba4-bbe6-0d70f7bb8fab	1037	2101	-	blaCMY-113_1	37-1130/1146	========/======	35/67	91.27	68.91	resfinder	KM087836	blaCMY-113	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d7d291f6-db16-4759-83c6-0b2409c8f706	411	1502	-	blaCMY-101_1	41-1130/1146	========/======	40/98	90.92	67.46	resfinder	KF526114	blaCMY-101	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d8041244-255d-4cf6-a09b-dd4e78d68182	1108	1837	-	blaCMY-108_1	34-758/1146	========/==....	28/53	61.17	68.83	resfinder	KF564648	blaCMY-108	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d8f8008a-13cf-4bc7-bd20-3dc7678e0a71	4057	5022	-	blaCMY-109_1	140-1130/1146	.=======/======	31/59	82.81	67.66	resfinder	AJ746169	blaCMY-109	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	d94f673e-5070-4350-8458-e4779c06d9be	632	983	-	tet(34)_1	66-412/465	.=======/=====.	11/15	73.55	71.15	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	d957203e-3e77-4751-8ab9-54b30fea1d25	2633	3874	+	mdf(A)_1	5-1233/1233	========/======	32/41	98.54	92.91	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d9781c45-f197-4309-b9dc-31d5be191926	5	1010	-	mdf(A)_1	1-1023/1233	========/====..	62/115	77.62	80.22	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d9781c45-f197-4309-b9dc-31d5be191926	8191	9164	+	mdf(A)_1	5-1021/1233	========/====..	39/83	77.37	85.15	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	d9c832f5-c617-4d4c-be6a-bf441b675497	3368	3716	-	tet(34)_1	66-413/465	.=======/=====.	13/29	71.83	68.59	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	d9f64555-d2bd-4a91-be35-88adca5abc03	1828	3041	-	mdf(A)_1	1-1232/1233	========/======	58/102	95.05	82.58	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	da033fc9-5dc9-4be2-89a9-95ba163603d9	3264	3907	-	blaZEG-1_1	28-664/1013	========/==....	29/51	60.71	67.42	resfinder	AY265891	blaZEG-1	
filtered_barcode04_extracted_plasmids.fastq	da1824b2-49df-40b9-9053-323caac2dabe	2540	2881	-	tet(34)_1	69-413/465	..======/=====.	11/21	71.61	71.47	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	da1ca7e3-c4a5-41a9-943c-34925b15bf4d	1526	1887	+	tet(34)_1	66-421/465	.=======/=====.	11/18	75.27	70.92	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	da29c5bc-50fb-4c76-a087-4996788947be	234	1182	-	blaCMY-119_1	139-1098/1146	.=======/======	45/95	79.14	66.57	resfinder	KM087845	blaCMY-119	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	da2ba2ab-9023-4621-b981-5959793a3ee0	3250	4278	-	blaCMY-101_1	44-1085/1146	========/======	42/81	86.82	68.12	resfinder	KF526114	blaCMY-101	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
